MINMODE:MODE: Optimization Step: 0
MINMODE:MODE: Order: 0
MINMODE:MODE:       0      0.00000000      0.00000000      0.00000000
MINMODE:MODE:       1      0.00000000      0.00000000      0.00000000
MINMODE:MODE:       2      0.00000000      0.00000000      0.00000000
MINMODE:MODE:       3      0.00000000      0.00000000      0.00000000
MINMODE:MODE:       4     -0.37238758      0.00206449      0.92807501
MINMODE:MODE:       5      0.00000000      0.00000000      0.00000000
MINMODE:MODE:       6      0.00000000      0.00000000      0.00000000
MINMODE:MODE:       7      0.00000000      0.00000000      0.00000000
MINMODE:MODE:       8      0.00000000      0.00000000      0.00000000
MINMODE:MODE:       9      0.00000000      0.00000000      0.00000000
MINMODE:MODE:      10      0.00000000      0.00000000      0.00000000
MINMODE:MODE:      11      0.00000000      0.00000000      0.00000000
MINMODE:MODE:      12      0.00000000      0.00000000      0.00000000
MINMODE:MODE:      13      0.00000000      0.00000000      0.00000000
MINMODE:MODE:      14      0.00000000      0.00000000      0.00000000
MINMODE:MODE:      15      0.00000000      0.00000000      0.00000000
MINMODE:MODE:      16      0.00000000      0.00000000      0.00000000
MINMODE:MODE:      17      0.00000000      0.00000000      0.00000000
MINMODE:MODE:      18      0.00000000      0.00000000      0.00000000
MINMODE:MODE: Optimization Step: 0
MINMODE:MODE: Order: 0
MINMODE:MODE:       0     -0.00095165      0.05509500     -0.07504445
MINMODE:MODE:       1     -0.08285620      0.11168240      0.09599762
MINMODE:MODE:       2     -0.02633303      0.00867652     -0.00882887
MINMODE:MODE:       3      0.02354617      0.00075050     -0.07188620
MINMODE:MODE:       4     -0.35661173      0.05085849      0.88199412
MINMODE:MODE:       5      0.04252038     -0.00400537      0.00245936
MINMODE:MODE:       6      0.01990069     -0.02616138     -0.00239839
MINMODE:MODE:       7     -0.00076983     -0.00071438      0.00010095
MINMODE:MODE:       8      0.04638940     -0.20599490      0.02644502
MINMODE:MODE:       9     -0.00113128      0.00188856      0.00275842
MINMODE:MODE:      10      0.00314338      0.00108955     -0.00292432
MINMODE:MODE:      11     -0.00554943      0.00298635      0.00316624
MINMODE:MODE:      12     -0.00053184      0.00232325     -0.00205181
MINMODE:MODE:      13     -0.00341737      0.00893381     -0.00549590
MINMODE:MODE:      14      0.00189096      0.00016198     -0.00013398
MINMODE:MODE:      15      0.00090692     -0.00031960     -0.00264902
MINMODE:MODE:      16     -0.00087029      0.00107943      0.00123846
MINMODE:MODE:      17      0.00600124     -0.00598113     -0.00571501
MINMODE:MODE:      18     -0.00087611     -0.00048856     -0.00064106
MINMODE:MODE: Optimization Step: 1
MINMODE:MODE: Order: 0
MINMODE:MODE:       0     -0.02185879      0.09109547     -0.08556403
MINMODE:MODE:       1     -0.10544105      0.12499151      0.11909663
MINMODE:MODE:       2     -0.00714666      0.02544813     -0.02604612
MINMODE:MODE:       3      0.03023835     -0.00093454     -0.12790601
MINMODE:MODE:       4     -0.33975237      0.05140045      0.85825002
MINMODE:MODE:       5      0.03798505     -0.01089209     -0.00445283
MINMODE:MODE:       6      0.03095516     -0.03834154     -0.00534501
MINMODE:MODE:       7      0.01100463     -0.00362834     -0.00013075
MINMODE:MODE:       8      0.06056453     -0.24640821      0.02398222
MINMODE:MODE:       9     -0.00188205      0.00336428      0.00272599
MINMODE:MODE:      10      0.00024295      0.00048478     -0.00501941
MINMODE:MODE:      11     -0.00522964      0.00020172      0.00882014
MINMODE:MODE:      12     -0.00082573      0.00268448     -0.00372178
MINMODE:MODE:      13     -0.00399089      0.00885382     -0.00022436
MINMODE:MODE:      14      0.00254887     -0.00083062     -0.00032624
MINMODE:MODE:      15      0.00204008      0.00110737     -0.00357522
MINMODE:MODE:      16     -0.00136791     -0.00149300     -0.00044005
MINMODE:MODE:      17      0.01358110     -0.00594271     -0.00209376
MINMODE:MODE:      18     -0.00143302      0.00050086     -0.00094019
MINMODE:MODE: Optimization Step: 2
MINMODE:MODE: Order: 0
MINMODE:MODE:       0     -0.02692201      0.10622653     -0.11006562
MINMODE:MODE:       1     -0.12073330      0.14437355      0.12834540
MINMODE:MODE:       2     -0.00178473      0.03447413     -0.03941117
MINMODE:MODE:       3      0.04240931     -0.00177042     -0.15855916
MINMODE:MODE:       4     -0.32379701      0.04832227      0.83869696
MINMODE:MODE:       5      0.03651801     -0.01634030     -0.00621651
MINMODE:MODE:       6      0.03471621     -0.04318870     -0.01447648
MINMODE:MODE:       7      0.01834113     -0.00512503      0.00015277
MINMODE:MODE:       8      0.04941176     -0.27238106      0.02494671
MINMODE:MODE:       9     -0.00209159      0.00493509      0.00502052
MINMODE:MODE:      10      0.00775930      0.00242641     -0.00796207
MINMODE:MODE:      11     -0.00442453     -0.00138395      0.01177751
MINMODE:MODE:      12     -0.00030828      0.00419472     -0.00405210
MINMODE:MODE:      13     -0.00133444      0.00760058     -0.00051720
MINMODE:MODE:      14      0.00302498     -0.00094253     -0.00007117
MINMODE:MODE:      15      0.00278384      0.00306114     -0.00419929
MINMODE:MODE:      16      0.00243110     -0.00155435      0.00220508
MINMODE:MODE:      17      0.02108259     -0.01355913     -0.00600178
MINMODE:MODE:      18     -0.00153196      0.00209704     -0.00054359
MINMODE:MODE: Optimization Step: 3
MINMODE:MODE: Order: 0
MINMODE:MODE:       0     -0.03234224      0.11692754     -0.13182926
MINMODE:MODE:       1     -0.13201067      0.15816651      0.12938273
MINMODE:MODE:       2      0.00030602      0.04091969     -0.05162821
MINMODE:MODE:       3      0.04986541     -0.00297262     -0.18502593
MINMODE:MODE:       4     -0.31349533      0.04510231      0.82470512
MINMODE:MODE:       5      0.04142353     -0.02143769     -0.00559644
MINMODE:MODE:       6      0.04465436     -0.05139184     -0.00526764
MINMODE:MODE:       7      0.02021002     -0.00811697     -0.00016312
MINMODE:MODE:       8      0.06430177     -0.27144824      0.00831814
MINMODE:MODE:       9     -0.00400445      0.00541141      0.00722539
MINMODE:MODE:      10      0.01120420      0.00326331     -0.01047280
MINMODE:MODE:      11     -0.00504532     -0.00324014      0.01412557
MINMODE:MODE:      12     -0.00151008      0.00443056     -0.00494338
MINMODE:MODE:      13     -0.00387025      0.00755085      0.00211263
MINMODE:MODE:      14      0.00177851     -0.00182130      0.00013962
MINMODE:MODE:      15      0.00261110      0.00319767     -0.00393894
MINMODE:MODE:      16     -0.00074828     -0.00661492      0.00012874
MINMODE:MODE:      17      0.02740119     -0.01887119     -0.00756698
MINMODE:MODE:      18     -0.00334721      0.00223476      0.00003108
MINMODE:MODE: Optimization Step: 4
MINMODE:MODE: Order: 0
MINMODE:MODE:       0     -0.03252664      0.12387095     -0.14973791
MINMODE:MODE:       1     -0.13726645      0.16741843      0.12716956
MINMODE:MODE:       2      0.00525381      0.04584367     -0.06323582
MINMODE:MODE:       3      0.05918004     -0.00328900     -0.20488887
MINMODE:MODE:       4     -0.30435858      0.04625551      0.81140808
MINMODE:MODE:       5      0.04287770     -0.01851323     -0.00729184
MINMODE:MODE:       6      0.05134355     -0.06236564     -0.00626464
MINMODE:MODE:       7      0.00918876     -0.00969349      0.00294177
MINMODE:MODE:       8      0.06289021     -0.27829725      0.01211865
MINMODE:MODE:       9     -0.00373473      0.00498858      0.01046263
MINMODE:MODE:      10      0.01624667      0.00463890     -0.01310023
MINMODE:MODE:      11     -0.00313702     -0.00548515      0.01445616
MINMODE:MODE:      12     -0.00099795      0.00441055     -0.00648056
MINMODE:MODE:      13     -0.00413167      0.00690217      0.00324208
MINMODE:MODE:      14      0.00302657     -0.00238752     -0.00012011
MINMODE:MODE:      15      0.00409180      0.00339129     -0.00385867
MINMODE:MODE:      16     -0.00058592     -0.01018053     -0.00086562
MINMODE:MODE:      17      0.03138698     -0.01900480     -0.01738023
MINMODE:MODE:      18     -0.00288414      0.00262835      0.00018178
MINMODE:MODE: Optimization Step: 5
MINMODE:MODE: Order: 0
MINMODE:MODE:       0     -0.03506951      0.13113563     -0.16221435
MINMODE:MODE:       1     -0.14058102      0.17535086      0.12322614
MINMODE:MODE:       2      0.00740363      0.04937823     -0.07372416
MINMODE:MODE:       3      0.06655396     -0.00276222     -0.22268752
MINMODE:MODE:       4     -0.29720500      0.04744190      0.80035307
MINMODE:MODE:       5      0.03432041     -0.02178159     -0.00773382
MINMODE:MODE:       6      0.05690537     -0.06957743     -0.00824082
MINMODE:MODE:       7      0.01746419     -0.01267044      0.00130784
MINMODE:MODE:       8      0.05564493     -0.28119144      0.01549848
MINMODE:MODE:       9     -0.00326532      0.00504666      0.01208184
MINMODE:MODE:      10      0.02158583      0.00657509     -0.01555025
MINMODE:MODE:      11     -0.00399446     -0.00448976      0.00992913
MINMODE:MODE:      12     -0.00107150      0.00392777     -0.00941035
MINMODE:MODE:      13     -0.00338962      0.00511965      0.00840942
MINMODE:MODE:      14      0.00471250     -0.00279937     -0.00047054
MINMODE:MODE:      15      0.00637598      0.00321645     -0.00405627
MINMODE:MODE:      16      0.00046858     -0.01271854     -0.00225920
MINMODE:MODE:      17      0.03664579     -0.02097409     -0.01974678
MINMODE:MODE:      18     -0.00209632      0.00276278      0.00037925
MINMODE:MODE: Optimization Step: 6
MINMODE:MODE: Order: 0
MINMODE:MODE:       0     -0.03757245      0.13714251     -0.17293462
MINMODE:MODE:       1     -0.14338686      0.18179802      0.11739574
MINMODE:MODE:       2      0.00782003      0.05251710     -0.08327013
MINMODE:MODE:       3      0.07203146     -0.00159375     -0.23725211
MINMODE:MODE:       4     -0.29278709      0.04897530      0.79072131
MINMODE:MODE:       5      0.04078454     -0.02037125     -0.01100602
MINMODE:MODE:       6      0.05822035     -0.06623854     -0.00539235
MINMODE:MODE:       7      0.02110458     -0.01516049     -0.00091150
MINMODE:MODE:       8      0.04895809     -0.28235170      0.02658793
MINMODE:MODE:       9      0.00157175      0.00165902      0.00816536
MINMODE:MODE:      10      0.02069941      0.00406909     -0.01803953
MINMODE:MODE:      11     -0.00292418     -0.00790418      0.01329788
MINMODE:MODE:      12     -0.00099076      0.00352144     -0.01221633
MINMODE:MODE:      13     -0.00324579      0.00045349      0.00736968
MINMODE:MODE:      14      0.00577319     -0.00333592     -0.00163203
MINMODE:MODE:      15      0.00776891      0.00260806     -0.00466010
MINMODE:MODE:      16      0.00108465     -0.01596127     -0.00387632
MINMODE:MODE:      17      0.04072892     -0.02151893     -0.02283165
MINMODE:MODE:      18     -0.00178639      0.00255774     -0.00035983
